GPA,Course_Scores,Aptitude_Score,Attendance,Supervisor_Evaluation,Report_Quality,Activity_Log_Frequency,Completion_Time,Feedback_Rating,Performance,Intern_ID,Performance_Score
1.27,53.9,80.4,76.97,5.6,9.44,6,2.2,3.24,Good,INT0298,74.23
0.19,5.8,17.1,68.51,0.0,0.54,6,4.77,1.0,Fair,INT0299,50.07
3.18,95.9,90.5,18.48,10.0,8.25,16,1.79,5.0,Excellent,INT0300,87.01
3.92,84.6,97.7,66.13,10.0,9.82,13,1.46,5.0,Excellent,INT0301,100.0
2.64,30.5,19.5,64.66,7.5,4.06,9,4.12,4.0,Good,INT0302,73.02
0.49,36.1,37.0,82.74,2.0,1.84,11,4.71,1.8,Fair,INT0303,50.93
1.77,50.7,78.7,52.01,9.48,7.48,11,4.43,4.79,Good,INT0304,74.55
0.89,16.7,61.6,80.48,2.08,1.02,4,5.07,1.83,Average,INT0305,55.53
1.87,7.1,66.6,85.86,2.25,7.26,7,6.7,1.9,Average,INT0306,64.18
2.22,48.5,66.4,68.44,10.0,7.14,9,3.83,5.0,Good,INT0307,79.91
1.97,34.7,88.0,60.77,6.35,5.19,8,3.07,3.54,Average,INT0308,62.92
1.53,91.7,48.2,76.88,10.0,3.33,10,5.31,5.0,Good,INT0309,74.35
3.27,96.2,31.5,91.66,2.6,4.53,15,2.3,2.04,Average,INT0310,69.28
3.48,85.9,79.7,66.18,7.5,8.59,23,3.42,4.0,Excellent,INT0311,87.04
1.87,27.1,84.4,62.62,4.82,9.09,10,1.65,2.93,Good,INT0312,70.75
3.7,96.2,73.9,1.01,7.02,9.38,13,1.53,3.81,Excellent,INT0313,92.23
1.51,8.7,5.4,76.31,4.53,2.64,11,7.0,2.81,Fair,INT0314,43.63
1.01,32.9,11.5,67.96,4.6,5.55,9,5.7,2.84,Average,INT0315,59.05
0.57,17.2,49.0,14.07,2.82,8.05,12,5.25,2.13,Average,INT0316,55.72
3.21,43.8,20.3,89.08,4.28,4.53,14,2.98,2.71,Good,INT0317,71.14
1.65,32.3,56.4,84.96,0.0,7.65,5,1.85,1.0,Average,INT0318,67.25
3.54,49.8,69.3,56.43,9.05,7.12,14,2.25,4.62,Good,INT0319,80.1
2.17,29.5,26.9,99.25,0.0,2.94,12,2.46,1.0,Good,INT0320,74.15
2.66,84.2,37.6,80.4,7.52,6.4,6,3.95,4.01,Good,INT0321,71.83
0.85,28.1,35.7,0.0,4.53,2.71,9,5.23,2.81,Average,INT0322,55.53
3.65,82.7,61.4,69.11,9.05,8.81,12,4.66,4.62,Good,INT0323,80.73
2.6,6.8,41.3,94.93,0.0,0.62,19,2.57,1.0,Average,INT0324,56.25
1.65,43.5,34.4,62.2,1.5,2.57,9,6.72,1.6,Poor,INT0325,35.67
0.52,19.2,50.0,64.29,0.0,2.06,13,5.28,1.0,Fair,INT0326,50.89
1.62,42.7,43.8,56.12,3.65,1.05,7,4.77,2.46,Average,INT0327,58.22
1.27,43.7,45.4,87.96,4.68,1.54,15,4.73,2.87,Average,INT0328,62.15
0.83,23.8,15.5,79.78,4.42,2.76,10,3.86,2.77,Average,INT0329,67.59
3.03,37.7,82.8,80.45,7.5,6.59,19,2.75,4.0,Excellent,INT0330,89.55
3.56,96.7,85.9,60.92,6.62,6.86,9,3.3,3.65,Good,INT0331,74.7
2.51,69.8,45.8,57.72,9.8,1.67,16,5.55,4.92,Average,INT0332,63.48
1.36,61.5,33.8,2.6,2.0,4.27,10,1.0,1.8,Average,INT0333,67.15
3.19,91.6,96.2,66.83,6.45,4.44,14,1.81,3.58,Good,INT0334,84.1
2.56,65.3,25.8,1.77,0.0,2.27,13,1.14,1.0,Good,INT0335,73.74
2.32,89.3,77.4,0.29,9.88,5.54,12,1.0,4.95,Excellent,INT0336,88.64
0.29,9.8,39.8,61.55,0.0,0.75,10,6.07,1.0,Fair,INT0337,46.52
1.49,48.3,24.9,27.09,0.0,3.17,8,5.46,1.0,Fair,INT0338,53.19
2.18,40.2,50.7,77.56,5.5,4.19,5,4.31,3.2,Average,INT0339,62.61
3.23,87.2,85.1,98.48,8.1,7.26,13,1.46,4.24,Excellent,INT0340,100.0
1.01,17.0,18.0,99.06,3.28,0.71,15,3.99,2.31,Average,INT0341,59.62
2.01,29.5,79.4,64.09,0.65,2.09,7,4.19,1.26,Good,INT0342,71.53
3.0,50.7,38.0,46.74,3.42,6.98,15,1.87,2.37,Average,INT0343,62.71
1.52,59.7,98.3,53.15,9.05,8.81,13,3.24,4.62,Good,INT0344,75.38
3.7,61.0,84.4,93.67,10.0,9.79,19,3.17,5.0,Excellent,INT0345,92.46
0.36,12.1,53.6,78.43,3.85,1.08,12,5.1,2.54,Average,INT0346,60.35
0.57,23.7,46.4,69.26,6.88,6.16,14,4.47,3.75,Average,INT0347,59.78
3.38,94.2,86.5,9.09,10.0,9.12,9,1.1,5.0,Excellent,INT0348,92.66
3.29,55.9,82.8,66.83,2.7,2.95,8,3.21,2.08,Good,INT0349,79.05
2.74,88.4,22.6,76.51,0.0,4.9,8,5.11,1.0,Average,INT0350,65.53
1.28,61.9,60.7,64.15,7.78,4.49,19,4.46,4.11,Average,INT0351,64.49
0.74,40.2,34.3,66.83,1.9,5.64,5,6.07,1.76,Average,INT0352,63.74
0.13,14.7,11.8,33.4,0.57,2.08,5,5.38,1.23,Fair,INT0353,46.39
3.45,85.4,79.7,80.09,7.7,8.92,12,1.64,4.08,Excellent,INT0354,93.69
3.07,89.0,59.5,96.5,3.85,7.79,10,1.08,2.54,Good,INT0355,84.07
1.16,36.0,8.4,92.83,0.0,6.72,11,5.3,1.0,Average,INT0356,56.42
1.81,74.1,87.5,0.08,5.35,8.28,14,1.17,3.14,Excellent,INT0357,91.55
1.58,42.4,41.2,66.83,3.28,3.81,4,4.2,2.31,Average,INT0358,61.01
0.71,14.4,8.7,71.16,0.0,0.79,7,6.63,1.0,Fair,INT0359,40.36
3.01,21.0,63.3,62.62,8.35,3.93,8,4.73,4.34,Average,INT0360,64.06
2.21,88.7,88.8,99.17,7.5,5.94,8,3.66,4.0,Excellent,INT0361,95.43
1.83,25.5,54.0,65.19,8.38,3.78,16,5.22,4.35,Good,INT0362,72.55
2.61,91.5,98.9,66.19,9.07,9.76,14,3.82,4.63,Good,INT0363,79.58
2.74,75.3,83.9,99.48,8.17,2.57,9,4.64,4.27,Good,INT0364,84.79
0.07,25.3,56.2,56.7,0.0,0.8,8,6.66,1.0,Poor,INT0365,27.63
3.6,38.0,52.7,53.31,3.3,7.25,15,3.43,2.32,Average,INT0366,66.08
1.78,71.0,51.5,96.79,3.18,6.85,10,7.0,2.27,Average,INT0367,69.86
0.65,38.7,6.8,75.59,1.17,2.63,7,6.36,1.47,Fair,INT0368,52.87
3.58,61.3,55.3,50.13,3.53,9.26,15,1.74,2.41,Good,INT0369,75.99
3.42,77.6,69.4,6.28,5.58,8.65,24,1.27,3.23,Excellent,INT0370,86.0
2.63,30.5,97.2,55.58,3.15,8.33,8,1.72,2.26,Good,INT0371,71.69
3.57,76.6,82.0,7.36,10.0,9.73,14,1.0,5.0,Excellent,INT0372,96.1
2.66,73.0,78.8,65.68,4.53,9.64,16,1.22,2.81,Excellent,INT0373,87.78
1.37,20.5,15.6,71.94,8.65,4.82,10,4.89,4.46,Average,INT0374,59.94
3.96,98.1,93.6,48.91,10.0,9.39,15,1.0,5.0,Excellent,INT0375,98.94
3.67,54.5,62.8,77.84,0.0,7.88,13,3.15,1.0,Good,INT0376,75.69
0.62,16.6,36.0,66.83,1.27,1.67,10,5.83,1.51,Fair,INT0377,42.61
1.67,71.8,17.9,1.52,4.62,6.71,6,1.0,2.85,Excellent,INT0378,90.54
3.35,75.2,63.3,65.42,10.0,2.1,8,6.09,5.0,Average,INT0379,67.07
1.86,80.7,24.2,65.42,2.77,6.99,14,3.03,2.11,Excellent,INT0380,86.25
2.09,90.9,66.5,78.3,7.38,9.05,12,1.23,3.95,Excellent,INT0381,87.63
1.91,48.2,50.5,65.03,2.08,2.74,17,4.91,1.83,Average,INT0382,63.56
1.93,17.1,10.4,8.59,0.05,0.66,5,5.22,1.02,Fair,INT0383,54.68
3.23,36.8,31.6,68.06,6.12,7.12,7,6.15,3.45,Good,INT0384,73.53
1.37,74.6,70.4,81.13,10.0,7.54,12,5.85,5.0,Good,INT0385,76.56
0.18,46.9,59.6,61.54,0.0,0.55,8,5.59,1.0,Fair,INT0386,40.08
0.67,21.3,56.7,96.02,5.3,5.15,8,2.41,3.12,Average,INT0387,62.74
3.75,58.7,76.8,78.75,7.25,9.09,14,1.77,3.9,Excellent,INT0388,100.0
2.96,80.0,69.1,96.0,3.68,8.8,16,5.09,2.47,Good,INT0389,78.09
2.2,64.6,30.8,52.32,7.5,2.69,5,6.24,4.0,Good,INT0390,71.44
1.54,68.8,48.2,67.13,6.38,1.76,8,7.0,3.55,Average,INT0391,67.61
1.91,69.4,59.6,51.14,4.68,8.05,5,3.93,2.87,Average,INT0392,68.61
2.69,83.1,17.4,63.61,3.97,3.09,11,3.58,2.59,Good,INT0393,74.37
1.66,87.3,80.9,93.1,9.45,4.42,16,6.01,4.78,Average,INT0394,68.34
1.48,63.3,55.9,51.83,2.5,3.13,8,3.2,2.0,Fair,INT0395,48.54
1.55,70.7,83.8,71.81,2.45,8.21,19,6.91,1.98,Average,INT0396,66.75
1.87,14.5,26.7,55.88,0.05,1.56,9,5.86,1.02,Fair,INT0397,54.57
2.93,64.4,70.5,70.84,8.48,4.73,12,3.46,4.39,Good,INT0398,75.2
2.25,61.7,24.1,91.94,2.52,6.83,13,5.65,2.01,Average,INT0399,66.46
2.17,35.5,37.7,81.15,6.92,5.62,8,5.9,3.77,Average,INT0400,65.61
1.04,57.2,67.5,86.84,3.73,6.32,13,1.78,2.49,Good,INT0401,74.15
0.32,55.5,12.9,1.04,0.28,1.88,18,6.76,1.11,Fair,INT0402,45.88
1.34,23.9,50.4,66.83,5.6,4.32,16,4.0,3.24,Average,INT0403,55.49
0.16,28.4,20.4,52.26,1.45,0.38,6,6.18,1.58,Fair,INT0404,44.68
3.45,91.0,78.7,71.09,7.5,8.91,11,3.4,4.0,Excellent,INT0405,94.21
0.24,4.5,39.2,71.32,0.0,3.28,9,6.02,1.0,Poor,INT0406,36.49
2.85,21.1,38.3,95.93,0.2,1.73,7,3.77,1.08,Average,INT0407,65.01
3.42,44.9,81.6,9.12,0.9,6.71,15,1.09,1.36,Good,INT0408,84.2
1.55,31.6,6.0,85.32,4.68,1.61,12,6.57,2.87,Average,INT0409,63.85
1.41,29.6,46.2,70.85,5.55,2.43,16,1.93,3.22,Average,INT0410,65.47
1.48,29.5,36.2,61.18,4.68,8.58,15,2.83,2.87,Good,INT0411,78.35
0.85,4.0,47.1,86.18,2.85,0.97,6,6.62,2.14,Average,INT0412,65.83
0.95,22.7,5.0,46.76,0.0,0.58,8,6.73,1.0,Fair,INT0413,47.76
2.93,44.1,60.3,75.07,0.37,6.7,17,3.96,1.15,Average,INT0414,61.18
2.49,46.1,13.0,54.83,4.38,4.78,10,4.79,2.75,Good,INT0415,78.44
1.14,38.8,75.7,60.41,7.5,7.85,8,3.48,4.0,Good,INT0416,74.0
2.47,83.2,81.2,89.7,1.98,8.38,9,3.19,1.79,Excellent,INT0417,87.43
2.28,73.0,71.4,66.5,0.0,7.28,9,2.56,1.0,Average,INT0418,65.72
0.42,40.9,33.3,94.56,4.68,1.67,7,3.92,2.87,Average,INT0419,67.78
3.49,28.8,31.3,66.07,3.1,6.77,7,5.96,2.24,Average,INT0420,61.87
1.24,21.9,17.2,70.3,5.88,2.7,9,6.15,3.35,Fair,INT0421,48.71
0.61,50.3,32.8,90.42,3.97,2.16,8,5.94,2.59,Average,INT0422,58.5
1.65,65.2,76.2,79.76,5.5,3.44,9,1.64,3.2,Good,INT0423,81.25
1.74,26.6,34.5,13.64,0.78,2.96,8,3.75,1.31,Average,INT0424,62.62
2.8,79.4,61.8,96.33,9.8,9.17,18,1.22,4.92,Excellent,INT0425,100.0
1.84,45.0,93.3,76.8,4.68,5.39,16,3.92,2.87,Good,INT0426,80.96
1.7,36.0,66.4,75.75,7.22,4.59,16,3.94,3.89,Average,INT0427,67.0
2.83,27.7,48.7,7.48,7.5,8.17,7,6.15,4.0,Average,INT0428,65.44
0.81,35.9,24.7,0.0,0.0,4.88,6,3.28,1.0,Fair,INT0429,51.6
3.61,81.9,77.3,50.37,10.0,8.79,3,1.56,5.0,Good,INT0430,80.71
2.28,37.3,32.4,95.66,3.53,4.08,10,1.82,2.41,Average,INT0431,66.58
0.77,26.7,18.3,70.42,0.0,1.75,8,5.63,1.0,Fair,INT0432,44.42
2.7,54.1,71.6,73.43,10.0,4.5,8,5.01,5.0,Average,INT0433,66.16
1.23,28.4,84.9,92.27,0.0,1.8,13,1.32,1.0,Good,INT0434,78.82
3.08,90.6,52.2,80.46,10.0,9.19,16,1.4,5.0,Excellent,INT0435,100.0
0.79,23.3,67.0,80.48,3.12,5.99,18,4.84,2.25,Average,INT0436,61.5
0.96,89.3,41.8,3.23,2.38,4.13,10,1.02,1.95,Average,INT0437,65.93
0.85,58.5,41.4,91.7,4.68,2.14,5,6.03,2.87,Average,INT0438,65.66
0.3,20.8,53.3,66.83,8.55,0.98,8,4.93,4.42,Fair,INT0439,49.97
1.62,80.1,5.2,52.66,5.45,4.99,11,1.05,3.18,Average,INT0440,65.0
3.35,90.3,85.7,59.58,6.42,4.39,22,1.91,3.57,Good,INT0441,84.26
3.17,17.2,77.6,63.39,5.1,2.5,11,6.95,3.04,Average,INT0442,62.45
1.35,64.0,49.0,64.12,6.02,9.12,10,2.88,3.41,Good,INT0443,77.19
3.11,89.8,60.9,83.53,10.0,7.61,15,2.77,5.0,Excellent,INT0444,91.12
0.23,21.8,52.5,60.89,4.68,0.63,5,5.5,2.87,Fair,INT0445,41.71
2.06,31.1,8.0,83.83,9.15,4.3,14,6.65,4.66,Good,INT0446,70.34
0.85,24.7,38.8,54.56,7.95,1.89,13,7.0,4.18,Fair,INT0447,44.28
0.83,25.1,63.6,22.49,4.68,3.68,10,5.66,2.87,Average,INT0448,60.76
3.03,81.7,69.8,75.44,6.75,7.87,9,2.9,3.7,Average,INT0449,66.09
3.87,70.5,93.7,96.09,10.0,6.83,14,1.63,5.0,Excellent,INT0450,100.0
2.44,49.9,52.2,92.98,4.8,7.64,15,5.56,2.92,Good,INT0451,75.21
3.18,51.5,90.2,98.44,10.0,7.89,10,4.31,5.0,Excellent,INT0452,94.05
3.68,72.4,73.4,82.52,7.5,8.47,13,3.85,4.0,Good,INT0453,83.29
3.4,88.9,72.2,7.99,6.52,9.76,12,6.27,3.61,Good,INT0454,78.85
3.36,88.4,82.7,52.78,4.68,5.73,13,1.32,2.87,Excellent,INT0455,93.02
1.5,41.1,15.0,81.14,0.0,6.33,10,4.33,1.0,Average,INT0456,65.9
3.11,81.8,72.7,8.93,2.03,8.19,11,1.0,1.81,Average,INT0457,65.44
1.5,66.5,3.5,77.19,7.7,2.06,16,3.6,4.08,Average,INT0458,64.1
2.81,46.6,58.4,69.3,4.68,3.24,8,1.55,2.87,Average,INT0459,64.26
3.59,75.7,78.6,72.13,0.25,6.26,13,3.92,1.1,Good,INT0460,81.44
3.26,62.9,50.2,76.18,9.05,5.72,15,2.01,4.62,Good,INT0461,80.28
0.55,34.7,7.7,56.42,7.25,2.33,13,4.58,3.9,Average,INT0462,55.05
2.46,16.6,30.4,67.97,4.75,6.16,4,5.33,2.9,Good,INT0463,73.48
1.8,77.4,54.9,53.17,10.0,2.83,8,4.13,5.0,Good,INT0464,74.97
2.4,35.0,23.1,63.22,3.63,3.04,14,6.81,2.45,Fair,INT0465,49.63
1.67,14.7,15.1,55.93,5.7,6.99,8,3.04,3.28,Average,INT0466,62.84
2.23,24.1,44.9,30.66,6.25,5.18,8,2.9,3.5,Average,INT0467,64.59
2.23,59.8,56.6,94.56,3.1,6.22,10,5.71,2.24,Fair,INT0468,52.72
3.46,80.7,86.2,74.14,5.48,7.64,6,1.9,3.19,Excellent,INT0469,86.29
0.56,29.1,8.5,29.94,4.75,0.17,10,6.71,2.9,Fair,INT0470,53.32
3.34,70.4,78.2,6.54,7.72,8.6,13,1.53,4.09,Good,INT0471,83.77
1.68,69.1,58.9,55.79,10.0,5.19,13,7.0,5.0,Average,INT0472,59.94
3.63,75.8,83.3,6.72,7.5,7.98,13,1.75,4.0,Excellent,INT0473,87.14
0.36,51.6,15.9,52.6,2.0,1.9,10,6.27,1.8,Poor,INT0474,30.65
2.37,79.0,92.1,47.12,6.65,5.43,11,3.72,3.66,Good,INT0475,74.06
0.91,10.1,36.1,90.33,1.85,4.2,13,6.77,1.74,Average,INT0476,57.61
2.14,96.4,54.0,79.3,6.95,9.36,19,1.62,3.78,Good,INT0477,78.08
1.55,33.7,7.4,80.32,2.5,2.48,11,3.96,2.0,Fair,INT0478,49.51
0.42,24.7,24.0,60.03,4.38,4.62,13,6.62,2.75,Fair,INT0479,45.08
3.42,81.2,30.0,67.19,0.0,8.97,11,3.7,1.0,Average,INT0480,60.49
1.91,18.3,35.0,6.08,0.03,1.78,7,4.75,1.01,Average,INT0481,61.45
2.42,15.8,65.3,66.83,8.95,7.01,16,4.88,4.58,Average,INT0482,58.98
3.24,79.7,92.8,92.9,9.7,6.85,15,3.32,4.88,Excellent,INT0483,88.52
0.92,71.6,10.8,74.18,0.0,1.73,2,4.68,1.0,Average,INT0484,56.5
0.45,33.3,29.5,91.86,0.0,2.02,11,4.36,1.0,Fair,INT0485,51.73
3.23,83.1,45.5,65.9,10.0,8.37,9,6.45,5.0,Average,INT0486,67.32
1.24,62.3,33.2,0.05,2.0,2.04,7,1.52,1.8,Average,INT0487,61.27
3.87,89.7,89.0,87.58,4.38,5.96,12,2.3,2.75,Excellent,INT0488,97.09
2.11,53.7,27.5,89.25,3.77,0.77,11,6.99,2.51,Average,INT0489,58.54
0.5,52.0,55.8,3.17,7.22,2.76,18,5.87,3.89,Fair,INT0490,40.87
2.57,52.8,82.3,66.83,1.98,3.62,14,3.67,1.79,Average,INT0491,62.47
0.6,13.9,71.3,54.22,4.1,0.25,12,4.81,2.64,Fair,INT0492,40.62
0.47,32.2,30.8,53.43,6.35,0.92,12,3.12,3.54,Average,INT0493,56.53
1.82,8.2,38.7,42.71,3.38,5.4,13,2.2,2.35,Average,INT0494,64.24
3.06,70.6,37.1,25.56,5.62,7.98,11,3.92,3.25,Good,INT0495,79.17
1.78,71.7,40.6,98.04,2.0,4.42,9,3.14,1.8,Average,INT0496,63.92
0.83,30.7,48.1,32.33,4.68,4.23,10,4.4,2.87,Average,INT0497,67.16
2.26,67.3,78.5,51.26,7.9,7.84,8,1.45,4.16,Good,INT0498,76.05
1.23,7.5,18.6,80.14,4.98,0.37,16,6.55,2.99,Fair,INT0499,45.46
0.02,0.5,2.5,64.48,2.35,0.32,9,6.92,1.94,Poor,INT0500,29.47
1.67,72.2,20.4,71.65,0.0,2.12,5,4.84,1.0,Fair,INT0501,46.69
1.06,25.1,81.8,51.0,4.28,4.54,8,4.46,2.71,Fair,INT0502,50.05
1.32,32.4,26.5,53.23,9.4,3.25,5,2.95,4.76,Good,INT0503,71.47
0.48,44.3,53.3,16.72,0.68,0.57,10,5.46,1.27,Average,INT0504,55.16
1.54,50.1,39.3,36.85,9.98,2.84,4,5.5,4.99,Good,INT0505,75.5
2.8,61.0,34.3,51.34,6.32,7.83,9,2.1,3.53,Good,INT0506,74.58
2.29,70.8,23.2,82.28,4.02,6.52,9,6.29,2.61,Fair,INT0507,51.2
2.05,11.9,17.9,59.26,7.12,5.4,11,5.49,3.85,Fair,INT0508,51.66
2.22,28.5,42.7,60.31,4.62,5.2,4,6.83,2.85,Average,INT0509,59.33
1.64,57.3,13.0,3.56,4.73,2.77,21,5.22,2.89,Fair,INT0510,49.08
0.15,4.1,37.1,58.95,5.22,0.44,6,5.09,3.09,Fair,INT0511,41.94
2.7,32.3,50.1,82.86,9.55,3.51,19,3.04,4.82,Good,INT0512,73.96
1.39,28.8,47.1,99.72,7.28,0.71,11,6.14,3.91,Fair,INT0513,52.13
0.51,27.2,42.7,82.61,0.0,5.26,8,6.65,1.0,Fair,INT0514,51.99
2.53,91.9,96.7,9.85,5.98,8.1,8,1.73,3.39,Excellent,INT0515,88.82
1.2,37.9,57.8,8.78,6.95,3.06,5,1.0,3.78,Good,INT0516,78.62
2.8,13.8,68.2,26.57,5.7,8.76,14,3.48,3.28,Good,INT0517,73.62
2.09,68.2,15.7,95.55,0.45,4.84,10,5.58,1.18,Good,INT0518,70.63
1.32,32.0,60.1,98.45,6.9,7.85,23,7.0,3.76,Average,INT0519,65.97
3.77,74.7,94.2,66.83,4.68,8.07,6,2.27,2.87,Good,INT0520,81.17
1.03,3.7,32.4,42.38,4.68,1.33,10,4.16,2.87,Average,INT0521,58.72
3.41,81.9,95.2,88.51,1.8,7.18,8,3.03,1.72,Good,INT0522,81.93
2.81,69.5,73.1,56.62,7.5,7.31,8,6.34,4.0,Average,INT0523,64.86
0.63,41.5,23.5,7.32,6.32,2.82,7,5.59,3.53,Average,INT0524,59.34
2.5,59.8,64.2,90.95,4.68,8.03,11,5.56,2.87,Average,INT0525,58.58
2.64,11.8,17.3,56.25,2.65,7.31,11,4.11,2.06,Good,INT0526,71.96
2.99,61.2,60.3,98.84,7.82,8.81,17,3.29,4.13,Good,INT0527,78.6
0.69,33.3,17.4,99.28,2.7,2.06,14,2.63,2.08,Average,INT0528,63.15
3.71,81.8,88.5,96.84,6.42,7.31,7,1.63,3.57,Excellent,INT0529,100.0
0.31,15.5,20.6,74.8,4.3,4.45,10,6.18,2.72,Poor,INT0530,34.37
2.71,50.1,75.2,62.3,4.98,0.81,9,5.81,2.99,Average,INT0531,66.9
1.0,58.5,33.0,79.1,7.1,3.2,11,6.51,3.84,Average,INT0532,64.88
3.12,14.9,20.7,32.39,7.5,4.7,14,7.0,4.0,Average,INT0533,67.19
0.13,20.2,61.9,60.3,2.0,1.35,8,3.95,1.8,Fair,INT0534,43.65
1.23,46.6,1.8,71.18,9.98,2.93,10,5.87,4.99,Average,INT0535,66.83
2.27,13.6,31.2,45.35,1.78,3.76,11,6.43,1.71,Fair,INT0536,48.91
0.18,9.6,16.7,66.83,2.8,0.67,7,6.27,2.12,Fair,INT0537,40.76
1.61,56.0,44.7,6.68,0.0,6.58,11,2.63,1.0,Average,INT0538,55.68
0.55,20.9,34.2,50.89,5.12,3.19,5,3.82,3.05,Average,INT0539,65.65
1.74,73.1,60.2,87.47,4.3,5.36,14,1.54,2.72,Good,INT0540,78.71
0.33,9.2,16.9,82.03,0.0,0.39,5,3.92,1.0,Fair,INT0541,44.52
0.51,26.9,21.7,53.13,10.0,3.15,17,5.0,5.0,Average,INT0542,63.66
3.55,69.1,54.3,76.51,9.38,9.83,16,1.88,4.75,Excellent,INT0543,95.9
2.1,48.0,41.4,12.25,5.18,2.52,13,4.71,3.07,Average,INT0544,64.18
2.84,74.9,44.1,54.17,6.55,9.26,16,4.82,3.62,Good,INT0545,84.79
1.28,29.8,33.7,67.9,1.6,1.65,11,3.47,1.64,Good,INT0546,71.08
3.86,93.9,96.2,89.39,7.5,7.86,20,1.54,4.0,Excellent,INT0547,99.04
2.54,76.4,83.6,51.71,4.68,3.47,9,5.18,2.87,Good,INT0548,74.08
1.03,31.7,76.1,95.32,0.47,6.99,9,4.18,1.19,Average,INT0549,60.82
0.66,24.1,66.3,64.77,4.68,4.1,4,5.19,2.87,Average,INT0550,56.45
1.19,31.7,51.5,78.07,1.85,7.87,6,4.24,1.74,Average,INT0551,64.81
2.06,11.2,68.3,74.1,1.53,3.27,9,6.42,1.61,Average,INT0552,57.71
2.03,85.9,55.3,16.52,7.75,4.37,22,4.8,4.1,Average,INT0553,62.52
3.59,70.6,96.6,78.1,3.32,7.3,16,3.9,2.33,Good,INT0554,72.45
1.14,19.4,18.0,70.47,7.0,8.12,10,6.42,3.8,Average,INT0555,59.91
1.52,30.7,73.5,88.64,9.1,3.08,7,3.33,4.64,Good,INT0556,74.86
2.11,26.1,12.2,70.19,2.0,2.39,4,1.31,1.8,Average,INT0557,63.63
3.12,71.3,89.9,8.95,8.08,6.52,22,1.28,4.23,Excellent,INT0558,100.0
0.36,30.4,1.9,55.07,0.6,1.55,5,5.15,1.24,Fair,INT0559,42.85
0.89,24.6,22.8,56.65,7.22,2.66,15,4.6,3.89,Good,INT0560,76.48
0.28,3.2,4.3,28.11,4.68,4.87,9,4.98,2.87,Poor,INT0561,39.89
3.61,85.3,79.7,52.28,10.0,7.84,11,2.14,5.0,Good,INT0562,83.62
1.05,38.7,51.8,77.07,0.4,5.15,10,1.81,1.16,Average,INT0563,62.05
3.0,52.9,95.3,6.59,0.0,6.9,10,1.0,1.0,Good,INT0564,78.73
0.27,51.8,36.8,80.52,4.47,3.75,12,3.15,2.79,Fair,INT0565,53.56
2.31,70.6,82.0,78.75,6.55,7.03,13,4.28,3.62,Good,INT0566,73.45
3.28,81.3,82.4,66.83,3.5,8.33,11,3.49,2.4,Excellent,INT0567,92.07
2.6,9.4,49.6,66.98,1.85,4.16,6,3.97,1.74,Average,INT0568,59.71
1.52,23.9,64.9,68.1,10.0,4.22,15,6.14,5.0,Good,INT0569,71.35
3.11,47.2,85.1,65.71,3.4,4.0,17,3.1,2.36,Good,INT0570,75.3
2.84,24.4,23.2,85.61,5.8,6.85,10,4.23,3.32,Good,INT0571,78.09
1.48,59.2,6.9,58.08,3.45,5.25,8,5.76,2.38,Average,INT0572,69.88
1.12,8.7,49.1,0.0,6.98,0.72,9,3.25,3.79,Average,INT0573,57.46
0.86,15.0,4.1,79.81,7.55,1.46,5,4.87,4.02,Average,INT0574,55.08
1.65,67.1,90.4,97.12,6.55,9.18,15,5.7,3.62,Good,INT0575,79.83
1.3,41.9,29.7,7.87,7.5,3.9,12,6.57,4.0,Good,INT0576,74.47
3.93,95.3,77.1,89.15,10.0,8.9,14,1.91,5.0,Excellent,INT0577,97.39
3.08,58.5,97.3,57.67,10.0,3.05,10,6.08,5.0,Average,INT0578,68.51
0.97,17.2,30.2,44.54,0.0,1.86,10,3.96,1.0,Average,INT0579,55.96
3.58,95.6,80.7,65.56,10.0,6.64,13,2.7,5.0,Excellent,INT0580,93.05
1.32,19.2,45.4,91.21,1.6,3.34,10,4.01,1.64,Average,INT0581,69.14
2.43,76.5,66.5,61.24,4.68,4.53,7,6.49,2.87,Good,INT0582,72.98
1.3,36.9,74.3,66.81,4.22,3.6,5,4.45,2.69,Average,INT0583,66.81
3.17,48.7,18.3,61.19,5.05,3.1,7,3.08,3.02,Good,INT0584,75.39
3.33,56.2,71.9,72.61,2.8,8.72,16,4.66,2.12,Average,INT0585,68.28
3.58,83.5,71.7,94.25,0.0,6.65,7,2.19,1.0,Good,INT0586,73.79
0.61,21.5,14.2,67.26,4.75,1.71,9,1.53,2.9,Average,INT0587,63.43
2.53,80.5,77.6,36.65,3.95,7.47,13,2.15,2.58,Excellent,INT0588,94.26
3.57,97.6,49.5,93.02,7.5,8.9,14,1.79,4.0,Excellent,INT0589,99.27
2.81,85.6,84.2,75.77,0.9,7.71,9,2.07,1.36,Average,INT0590,66.66
1.15,84.3,56.0,0.0,9.78,8.25,15,1.69,4.91,Excellent,INT0591,86.51
2.77,26.8,44.4,93.04,10.0,7.67,12,4.74,5.0,Good,INT0592,71.0
3.66,48.5,70.2,34.73,1.6,9.72,11,1.88,1.64,Good,INT0593,70.97
1.65,35.9,28.9,84.08,0.05,0.77,12,3.28,1.02,Average,INT0594,68.26
0.8,51.7,65.1,54.28,6.1,3.85,17,6.24,3.44,Average,INT0595,66.89
1.34,37.9,23.5,58.93,6.5,3.79,9,3.53,3.6,Good,INT0596,71.43
